# File Name: IVERSE.txt
# File Size: 891829      
# File Date: 12/23/2024 02:01:04
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2024
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	REF	TEXT
BIBLE	REFERENCE	TEXT
Holy-Bible---Myanmar---Burmese-Common-Bible	GEN-003-024	ကမ္ဘာ​ဦး ၃:၂၄	ထို​နောက်​အ​သက်​ရှင်​စေ​သော​အ​ပင်​အ​နီး သို့​မည်​သူ​မျှ​မ​ချဉ်း​ကပ်​နိုင်​စေ​ရန် လည်​ပတ် လျက်​ရှိ​သော​ဋ္ဌား​မီး​စက်​လက်​နက်​နှင့်​တ​ကွ ခေ​ရု​ဗိမ် တို့​ကို​ဥယျာဉ်​အ​ရှေ့​ဘက်​တွင်​အ​စောင့်​ချ ထား​တော်​မူ​၏။
Holy-Bible---Myanmar---Burmese-Common-Bible	LUK-023-034	လုကာ ၂၃:၃၄	သ​ခင်​ယေ​ရှု​က ``အို အ​ဖ၊ ထို​သူ​တို့​၏​အ​ပြစ် ကို​ဖြေ​လွှတ်​တော်​မူ​ပါ။ သူ​တို့​သည်​မိ​မိ​တို့​ပြု နေ​သည့်​အ​မှု​ကို​မ​သိ​ကြ​ပါ'' ဟု​မြွက်​ဆို တော်​မူ​၏။ သူ​တို့​သည်​ကိုယ်​တော်​၏​အ​ဝတ်​တော်​များ​ကို မဲ​ချ​၍​ဝေ​ယူ​ကြ​၏။-
Holy-Bible---Myanmar---Burmese-Common-Bible	REV-021-002	ဗျာဒိတ်ကျမ်း ၂၁:၂-၃	ဘု​ရား​သ​ခင်​စံ​တော်​မူ​ရာ​ကောင်း​ကင်​ဘုံ​မှ သန့်​ရှင်း​မြင့်​မြတ်​သော​မြို့​ကြီး​ဖြစ်​သည့်​ယေ​ရု ရှ​လင်​မြို့​သစ်​သည် သ​တို့​သား​အ​တွက်​အ​ဝတ် တန်​ဆာ​ဆင်​ယင်​ထား​သည့်​သ​တို့​သ​မီး​ကဲ့​သို့ ပြင်​ဆင်​လျက်​သက်​ဆင်း​လာ​သည်​ကို​ငါ​မြင် ရ​၏။- ငါ​သည်​ပလ္လင်​တော်​မှ​ကျယ်​စွာ​သော​အ​သံ​ကို ကြား​ရ​၏။ ထို​အ​သံ​က``ယ​ခု​အ​ခါ​၌​ဘု​ရား သ​ခင်​သည်​လူ​သား​တို့​ထံ​တွင်​ကျိန်း​ဝပ်​တော် မူ​ပြီ။ ကိုယ်​တော်​သည်​သူ​တို့​နှင့်​အ​တူ​နေ​တော် မူ​မည်။ ထို​သူ​တို့​သည်​ကိုယ်​တော်​၏​လူ​စု​တော် ဖြစ်​ကြ​လိမ့်​မည်။ ဘု​ရား​သ​ခင်​ကိုယ်​တော်​တိုင် ပင်​လျှင်​သူ​တို့​နှင့်​အ​တူ​ရှိ​နေ​တော်​မူ​၍​သူ တို့​၏​ဘု​ရား​ဖြစ်​မည်။-
Holy-Bible---Myanmar---Burmese-Common-Bible	HEB-011-008	ဟေဗြဲ ၁၁:၈	အာ​ဗြ​ဟံ​သည်​ဘု​ရား​သ​ခင်​ခေါ်​တော်​မူ သော​အ​ခါ ကိုယ်​တော်​၏​စ​ကား​ကို​နား​ထောင်​၍ မိ​မိ​အား​က​တိ​ထား​တော်​မူ​သော​ပြည်​သို့ ယုံ​ကြည်​ခြင်း​အား​ဖြင့်​ထွက်​ခွာ​သွား​၏။ သူ သည်​အ​ဘယ်​အ​ရပ်​သို့​သွား​ရ​မည်​ကို မ​သိ​ဘဲ မိ​မိ​၏​ရပ်​ရွာ​ကို​စွန့်​ခဲ့​ပေ​သည်။-
Holy-Bible---Myanmar---Burmese-Common-Bible	EXO-013-017	ထွက်မြောက်ရာ ၁၃:၁၇	အီ​ဂျစ်​ဘု​ရင်​သည်​ဣသ​ရေ​လ​အ​မျိုး​သား တို့​အား​ထွက်​ခွင့်​ပြု​သော​အ​ခါ ထာ​ဝ​ရ ဘု​ရား​သည်​ဖိ​လိတ္တိ​မြို့​သို့​သွား​သော​ပင် လယ်​ကမ်း​ခြေ​ဖြတ်​လမ်း​ဖြင့် သူ​တို့​ကို​ပို့ ဆောင်​တော်​မ​မူ။ သူ​တို့​သည်​စစ်​ပွဲ​တိုက်​ရ​မည် ကို​သိ​မြင်​လျှင်​စိတ်​ပြောင်း​၍ အီ​ဂျစ်​ပြည် သို့​ပြန်​သွား​ကြ​မည်​ဖြစ်​ကြောင်း​ဘု​ရား​သ​ခင်​သိ​တော်​မူ​၏။-
Holy-Bible---Myanmar---Burmese-Common-Bible	MAR-010-045	မာကု ၁၀:၄၅	လူ​သား​ပင်​လျှင်​သူ​တစ်​ပါး​အား​စေ​စား​ရန် ကြွ​လာ​သည်​မ​ဟုတ်။ သူ​တစ်​ပါး​၏ အ​စေ​ကို ခံ​ရန်​လည်း​ကောင်း၊ မိ​မိ​အ​သက်​ကို​စွန့်​၍​လူ အ​မြောက်​အ​မြား​အား​ရွေး​နုတ်​ရန်​လည်း ကောင်း​ကြွ​လာ​သ​တည်း​ဟု​မိန့်​တော်​မူ​၏။
Holy-Bible---Myanmar---Burmese-Common-Bible	ROM-001-001	ရောမ ၁:၁	သ​တင်း​ကောင်း​ကို​ကြေ​ညာ​ရန်​တ​မန်​တော် အ​ဖြစ်​ဖြင့် ဘု​ရား​သ​ခင်​ရွေး​ချယ်​ခန့်​ထား​သူ၊ ခ​ရစ်​တော်​ယေ​ရှု​၏​အ​စေ​ခံ​ငါ​ပေါ​လု​သည် စာ​ရေး​လိုက်​ပါ​သည်။-
Holy-Bible---Myanmar---Burmese-Common-Bible	MAT-028-019	မဿဲ ၂၈:၁၉	သို့​ဖြစ်​၍​သင်​တို့​သည်​သွား​၍​လူ​မျိုး​တ​ကာ​တို့ ကို​ငါ့​တ​ပည့်​ဖြစ်​စေ​ကြ​လော့။ သူ​တို့​အား​ခ​မည်း တော်၊ သား​တော်၊ သန့်​ရှင်း​သော​ဝိ​ညာဉ်​တော်​၏​နာ​မ ကို​အ​မှီ​ပြု​၍​ဗတ္တိ​ဇံ​မင်္ဂ​လာ​ကို​ပေး​ကြ​လော့။-
Holy-Bible---Myanmar---Burmese-Judson	JOH-003-016	ယောဟန် ၃:၁၆	ဘုရားသခင် ၏သား တော်ကို ယုံကြည် သောသူ အပေါင်း တို့သည်၊ ပျက်စီး ခြင်းသို့မ ရောက်၊ ထာဝရ အသက် ကို ရ စေခြင်းငှာ ၊ ဘုရားသခင်သည် မိမိ၌ တစ်ပါးတည်း သော သား တော်ကို စွန့် တော်မူသည်တိုင်အောင် လောကီသား ကို ချစ် တော်မူ၏။
Holy-Bible---Myanmar---Burmese-Judson	GEN-003-024	ကမ္ဘာ​ဦး ၃:၂၄	ထိုသို့ လူ ကို နှင်ထုတ် ပြီးလျှင်၊ အသက် ပင် လမ်း ကို စောင့်ရှောက် စေခြင်းငှါ ၊ မီး စင်လက်နက်နှင့်တကွ ခေရုဗိမ် တို့ကို ဥယျာဉ် အရှေ့ ဘက်၌ ထား တော်မူ၏။
Holy-Bible---Myanmar---Burmese-Judson	LUK-023-034	လုကာ ၂၃:၃၄	ယေရှု ကလည်း၊ အိုအဘ ၊ သူ တို့၏ အပြစ်ကိုလွှတ် တော်မူပါ။ သူတို့သည် ကိုယ်ပြု သောအမှုကို မ သိ ကြ ဟု မြွက်ဆို တော်မူ၏။ အဝတ် တော်ကိုလည်း စာရေးတံ ချ ၍ ဝေဖန် ကြ၏။
Holy-Bible---Myanmar---Burmese-Judson	REV-021-002	ဗျာဒိတ်ကျမ်း ၂၁:၂-၃	သန့်ရှင်း သောမြို့ တည်းဟူသောယေရုရှလင် မြို့ သစ် သည် မိမိ ခင်ပွန်း ဘို့ တန်ဆာ ဆင်သောမင်္ဂလာဆောင်သတို့သမီး ကဲ့သို့ ပြင်ဆင် လျက်၊ ဘုရားသခင် အထံ တော်၊ ကောင်းကင် ဘုံမှ ဆင်းသက် သည်ကို ငါမြင် ၏။ ကောင်းကင်မှ ကြီး သောအသံ ကား၊ ဘုရားသခင် ၏ တဲ တော်သည် လူတို့ တွင် ရှိ ၏။ လူ တို့နှင့်အတူ ကျိန်းဝပ် တော်မူမည်။ သူ တို့သည် ကိုယ်တော် ၏လူ ဖြစ် ကြလိမ့်မည်။ဘုရားသခင် သည် ကိုယ်တော် တိုင်သူ တို့နှင့်အတူ ရှိ နေ၍ သူ တို့၏ ဘုရားသခင် ဖြစ်တော်မူမည်။
Holy-Bible---Myanmar---Burmese-Judson	HEB-011-008	ဟေဗြဲ ၁၁:၈	အာဗြဟံ သည် အမွေ ခံရ လတံ့သောပြည် သို့ ထွက်သွား မည်အကြောင်း၊ ဘုရားသခင်ခေါ် တော်မူသောအခါ၊ သူသည်အဘယ် အရပ်သို့သွားသည် ကို ကိုယ်တိုင်မ သိ ဘဲလျက်၊ ယုံကြည် ခြင်းအားဖြင့်နားထောင် ၍ ထွက်သွား လေ၏
Holy-Bible---Myanmar---Burmese-Judson	EXO-013-017	ထွက်မြောက်ရာ ၁၃:၁၇	ဣသရေလလူ တို့ကို ဖာရော ဘုရင်လွှတ် သောနောက် ၊ ဖိလိတ္တိ ပြည် ကို ရှောက်သောလမ်း သည် ဖြောင့် သော်လည်း ၊ ထို လမ်းဖြင့် ဘုရား သခင်ဆောင် တော်မ မူ။ အကြောင်းမူကား ၊ သူ တို့သည် စစ်မှု ကို တွေ့မြင် သောအခါ စိတ်ပျက် ၍ ၊ အဲဂုတ္တု ပြည်သို့ ပြန်ကောင်းပြန် ကြလိမ့်မည်ဟု သိ တော်မူ၏။
Holy-Bible---Myanmar---Burmese-Judson	MAR-010-045	မာကု ၁၀:၄၅	အကြောင်းမူကား ၊ လူ သား သည် သူတစ်ပါးကို စေစား ခြင်းငှာမ လာ ၊ သူတစ်ပါးအစေ ကို ခံခြင်းငှာ၎င်း၊ မိမိ အသက် ကိုစွန့် ၍ လူများ ကိုရွေး ခြင်းငှာ ၎င်း၊ ကြွလာသတည်း” ဟု မိန့် တော်မူ၏။
Holy-Bible---Myanmar---Burmese-Judson	ROM-001-001	ရောမ ၁:၁	လူဇာတိ အားဖြင့် ဒါဝိဒ် အမျိုး ဖြစ် တော်မူထသော၊
Holy-Bible---Myanmar---Burmese-Judson	MAT-028-019	မဿဲ ၂၈:၁၉	သင်တို့သွား ၍ လူမျိုး တကာ တို့ကို ငါ့တပည့် ဖြစ်စေလျက်၊ ခမည်းတော် ၊ သား တော်၊ သန့်ရှင်း သော ဝိညာဉ် တော်၏နာမ ၌ ဗတ္တိဇံ ကို ပေးကြလော့။
Holy-Bible---Myanmar---Myanmar-Burmese-Judson	JOH-003-016	ယောဟန် ၃:၁၆	ဘုရားသခင်၏သားတော်ကို ယုံကြည်သောသူအပေါင်းတို့သည်၊ ပျက်စီးခြင်းသို့မရောက်၊ ထာဝရ အသက်ကို ရစေခြင်းငှါ၊ ဘုရားသခင်သည် မိမိ၌ တပါးတည်းသော သားတော်ကို စွန့်တော်မူသည်တိုင်အောင် လောကီသားကို ချစ်တော်မူ၏။
Holy-Bible---Myanmar---Myanmar-Burmese-Judson	GEN-003-024	ကမ္ဘာ​ဦး ၃:၂၄	ထိုသို့လူကို နှင်ထုတ်ပြီးလျှင်၊ အသက်ပင်လမ်းကို စောင့်ရှောက်စေခြင်းငှါ၊ မီးစင်လက်နက်နှင့်တကွ ခေရုဗိမ်တို့ကို ဥယျာဉ်အရှေ့ဘက်၌ ထားတော်မူ၏။
Holy-Bible---Myanmar---Myanmar-Burmese-Judson	LUK-023-034	လုကာ ၂၃:၃၄	ယေရှုကလည်း၊ အိုအဘ၊ သူတို့၏ အပြစ်ကိုလွှတ်တော်မူပါ။ သူတို့သည် ကိုယ်ပြုသောအမှုကို မသိကြ ဟု မြွက်ဆိုတော်မူ၏။ အဝတ်တော်ကိုလည်း စာရေးတံချ၍ ဝေဖန်ကြ၏။
Holy-Bible---Myanmar---Myanmar-Burmese-Judson	REV-021-002	ဗျာဒိတ်ကျမ်း ၂၁:၂-၃	သန့်ရှင်းသောမြို့တည်းဟူသော ယေရုရှလင်မြို့ သစ်သည် မိမိခင်ပွန်းဘို့ တန်ဆာဆင်သော မင်္ဂလာ ဆောင်သတို့သမီးကဲ့သို့ ပြင်ဆင်လျက်၊ ဘုရားသခင် အထံတော်၊ ကောင်းကင်ဘုံမှ ဆင်းသက်သည်ကို ငါမြင်၏။ ကောင်းကင်မှကြီးသော အသံကား၊ ဘုရား သခင်၏ တဲကော်သည် လူတို့တွင်ရှိ၏။ လူတို့နှင့်အတူ ကျိန်းဝပ်တော်မူမည်။ သူတို့သည် ကိုယ်တော်၏လူ ဖြစ်ကြလိမ့်မည်။ ဘုရားသခင်သည် ကိုယ်တော်တိုင် သူတို့နှင့်အတူရှိနေ၍ သူတို့၏ ဘုရားသခင် ဖြစ်တော်မူ မည်။
Holy-Bible---Myanmar---Myanmar-Burmese-Judson	HEB-011-008	ဟေဗြဲ ၁၁:၈	အာဗြဟံသည် အမွေခံရလတံ့သောပြည်သို့ ထွက်သွားမည်အကြောင်း၊ ဘုရားသခင် ခေါ်တော်မူ သောအခါ၊ သူသည်အဘယ်အရပ်သို့သွားသည်ကို ကိုယ်တိုင်မသိဘဲလျက်၊ ယုံကြည်ခြင်းအားဖြင့် နားထောင် ၍ ထွက်သွားလေ၏။
