# File Name: Greek_Lexicon_Tyndale.txt
# File Size: 2820042     
# File Date: 02/20/2021 19:26:27
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Greek Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Uses Abbot-Smith or Middle Liddel or Mounce's Teknia when entries are missing. 
# Source Definitions: (AS) = Abbott Smith - from https://github.com/translatable-exegetical-tools/Abbott-Smith, with corrections and adapted by Tyndale Scholars. 
# Source Definitions: (ML) = Middle Liddell - from Perseus - used for Meaning in the Brief lexicon when there is no entry by (AS)
# Source Definitions: (MT) = Mounce's Teknia Greek dictionary - from www.billmounce.com/greek-dictionary (with permission) - used for Meaning in the Brief lexicon when there is no entry by (AS) or (ML)
#
# COLUMNS
#	STRONGS
#		Strong's number with extensions
#		G0001  - G5624,  Strongs numbers from original set made by Strong for Greek behind the KJV  
#		G3203  - G3302,  Not used for some reason
#		G5627  - G5799,  Greek morphology codes  (these numbers aren't used in this lexicon) 
#		G5800  - G5893,  Greek Synonyms - see http://studybible.info/strongs/G5800  (these numbers aren't used in this lexicon) 
#		G6000  - G6090,  Extra Strongs Numbers in NASB mainly for variants not known to Strong. (they remain the same so it is backward-compatible with NASB) 
#		G6100  - G9979,  Extra Greek from Apostolic Bible Project mainly for LXX words not found in NT (including Greek names that don't occur in the Hebrew) 
#		G6091  - G6099,  G9980 - G9999, Extra Greek for variants which are not included in NASB or Apostolic Bible  
#		G10000 - G19999, Greek equivalent of Strongs Hebrew numbers for names and transliterated words eg  Abagtha (H0005) = G10005. When there is a NT equivalent, this is the STEP_LexicalTag
#		G20000 - G20199, Words where  the Full LSJ entry refers to the LXX, but they are not referred to in the AB tagging because they only occur in non-Protestant canons or in MSS other than Vaticanus (used by AB)
#	WORD
#		Greek word in unicode lexical form. Based on LSJ but conforming to BADG when the difference may be confusing.
#	TRANS
#		Transliteration
#	GLOSS
#		A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH
#		Simple gramatical value of the main word represented as Language:Type-Gender-Extra
#		Language is A=Aramaic, H=Hebrew, G=Greek and N=Name (which is not language specific).
#		Type is A=Adjective, Adv=Adverb, Art=Article, Cond=Conditional, Conj=Conjunction, Cor=Correlative, DemP=Demonstrative Pn, ImpP=Impersonal Pn, Intg=Interogative,
#			Intj=Interjection, N=Noun, Neg=Negative, Part=Particle, Prep=Preposition, PerP=Personal Pn, PosP=Possessive Pn, RefP=Reflexive Pn, RelP=Relative Pn, V=Verb.
#		Gender is F=Female, M=Male, N=Neuter, C=Common and P or S is optionally added for Plural Singular
#		Extra for Names is L=Location, P=Person, LG/PG=Gentilic, T=Title (i.e. any other capitalised nouns such as titles, months, gods, planets etc)
#	DEF
#		Definition, lexical entry.
#		The Brief lexicon uses Abbot-Smith or MiddleLiddel or Mounce's Teknia when entries are missing.
#		(AS) = Abbott Smith - from https://github.com/translatable-exegetical-tools/Abbott-Smith, with corrections and adapted by Tyndale Scholars. 
#		(ML) = Middle Liddell - from Perseus - used for Meaning in the Brief lexicon when there is no entry by (AS)
#		(MT) = Mounce's Teknia Greek dictionary - from www.billmounce.com/greek-dictionary (with permission) -  used for Meaning in the Brief lexicon when there is no entry by (AS) or (ML)
#
STRONGS	WORD	TRANS	GLOSS	MORPH	DEF
G3007	λείπω	leipō	to lack	G:V	[in LXX: Job.4:11, Pro.19:4 (פָּרַד), al;] 1) trans, to leave, leave behind; pass, to be left behind, to lack before prep. (as more usual in cl.), ἐν, Jas.1:4; with genitive of thing(s), Jas.1:5 2:15. 2) Intrans, to be gone, to be wanting: with dative of person(s), Luk.18:22, Tit.3:13; τὰ λείποντα, Tit.1:5 (cf. ἀπο, δια, ἐκ, ἐπι, κατα, ἐν-κατα, περι, ὑπο-λείπω). (AS)
G3008	λειτουργέω	leitourgeō	to minister	G:V	-ῶ (&lt; λειτουργός), [in LXX chiefly for שָׁרַת pi, also for עָבַד, צָבָא, etc;] 1) in cl, at Athens, to supply public offices at one's own cost, render public service to the State, hence, generally, 2) to serve the State, do a service, serve (of service to the Gods, Diod, i, 21): of the official service of priests and Levites (Exo.29:30, Num.16:9, Sir.4:14, 1Ma.10:42, al; cf. Deiss, BS, 140 f.), Heb.10:11; of Christians: with dative of person(s) before ἐν, Rom.15:27 (cf. Sir.10:25); τ. κυρίῳ, Act.13:2. (AS)
G3009	λειτουργία	leitourgia	ministry	G:N-F	-ας, ἡ (&lt; λειτουργέω), [in LXX chiefly for עֲבֹדָה, Num.4:24, 1Ch.9:13, al;] 1) in cl. (chiefly of Athens), the discharge of a public office at one's own expense (see LS, see word), hence, 2) a service, ministry; in π. (Deiss, BS, 140 f.) and in LXX (though here also of secular service, 3Ki.1:4, al.), of religious service or ministration; and so in NT: of priestly ministrations, Luk.1:23, Heb.8:6 9:21; figuratively, θυσία καὶ λ. τῆς πίστεως ὑμῶν, Php.2:17; of Christian beneficence, 2Co.9:12, Php.2:30. (AS)
G3010	λειτουργικός	leitourgikos	ministering	G:A	-ή, -όν [in LXX for עֲבֹדָה, שָׁרַת; ἔργα, Num_7:5; στολαί Exo.31:10 39:32; σκευή, Num.4:12, 26, 2Ch.24:14 *;] of or for service, ministering: πνεύματα, Heb.1:14. (AS)
G3011	λειτουργός	leitourgos	minister	G:N-M	-οῦ, ὁ (&lt; λιός, ἔργον), [in LXX chiefly for שָׁרַת, Jos.1:1 A, 3Ki.10:5, Psa.103:21, Sir.7:30, al;] 1) in cl, one who discharges a public office at his own expense, then, generally, 2) a public servant, a minister, servant: τ. ἁγίων λ, Heb.8:2 (cf. Neh.10:39, Sir, l.with); Ἰησοῦ Χριστοῦ, Rom.15:16; pl, τ. θεοῦ, Rom.13:6, Heb.1:7 " (LXX); λ. ὑμῶν τ. χρείας μου, Php.2:25. (AS)
G3012	λέντιον	lention	towel	G:N-N	-ου, τό (Lat. linteum), a linen cloth, towel: Jhn.13:4-5. (AS)
G3013	λεπίς	lepis	scale	G:N-F	-ίδος, ἡ (&lt; λέπω, to peel) [in LXX chiefly for קַשְׂקֶשֶׂת;] a scale: Act.9:18 (AS)
G3014	λέπρα	lepra	leprosy	G:N-F	-ας, ἡ (&lt; λεπρός), [in LXX for צָרַעַת;] leprosy: Mat.8:3, Mrk.1:42, Luk.5:12-13 (AS)
G3015	λεπρός	lepros	leprous	G:A	-ά, -όν (&lt; λεπίς), [in LXX for צָרַע;] 1) (in cl.) scaly, rough. 2) leprous; chiefly as subst, ὁ λ, a leper: Mat.8:2 10:8 11:5, Mrk.1:40, Luk.4:27 7:22 17:12; of Simon, formerly a leper, Mat.26:6, Mrk.14:3. (AS)
G3016	λεπτός	leptos	coin	G:N-N	-ή, -όν (λέπω, to peel), 1) peeled. 2) fine, thin, small, light; hence, in late Gk, as subst. τὸ λ, a small coin (one-eighth of an as, AV, mite): Mrk.12:42, Luk.12:59 21:2. (AS)
G3017	Λευΐ	Leui	Levi	N:N-M-P	Λευεί (indecl.) and Λευείς (Rec. -υΐ, -υΐς), genitive Λευεί, accusative -είν, ὁ (Heb. H3878) Levi; 1) the son of Jacob: Heb.7:5, 9, Rev.7:7. 2) Son of Melchi: Luk.3:24. 3) Son of Simeon: Luk.3:29. 4) Son of Alphæus (cf. Μαθθαῖος): Mrk.2:14 (WH, mg, Ἰάκωβον), Luk.5:27, 29. (AS)
G3018	Λευΐς	Leuis	Levi	N:N-M-P	Λευεί (indecl.) and Λευείς (Rec. -υΐ, -υΐς), genitive Λευεί, accusative -είν, ὁ (Heb. H3878) Levi; 1) the son of Jacob: Heb.7:5, 9, Rev.7:7. 2) Son of Melchi: Luk.3:24. 3) Son of Simeon: Luk.3:29. 4) Son of Alphæus (cf. Μαθθαῖος): Mrk.2:14 (WH, mg, Ἰάκωβον), Luk.5:27, 29. (AS)
G3019	Λευΐτης	Leuitēs	Levite	N:N--PG	Λευείτης (Rec. Λευΐτης), -ου, ὁ [in LXX for לֵוִיִּי;] a Levite: Luk.10:32, Jhn.1:19, Act.4:36. (AS)
G3020	Λευϊτικός	Leuitikos	Levitical	N:N--PG	Λευειτικός (Rec. Λευϊτ-), -ή, -όν [in LXX: Le, tit.*;] Levitical: Heb.7:11. (AS)
G3021	λευκαίνω	leukainō	to bleach	G:V	(&lt; λευκός), [in LXX: Psa.51:7, Isa.1:18 (לָבַן hi.), etc;] to whiten, make white: with accusative of thing(s), Mrk.9:3, Rev.7:14. (AS)
G3022	λευκός	leukos	white	G:A	λευκο-βύσσινος, -ον (cf. λευκολινής, a robe of white flax, C.I, 155, 17), white linen: Rev.19:14 (WH, mg.). λευκός, ή, -όν [in LXX chiefly for לָבָן;] 1) bright, brilliant: of clothing, Mat.17:2, Mrk.9:3 16:5, Luk.9:29, Act.1:10, Rev.3:5 4:4 6:11 7:9, 13 19:14 (cf. Ecc.9:8); ὡς χιών, Mat.28:3; ἐν λ. (sc. ἱματίοις), Jhn.20:12, Rev.3:4; θρόνος, Rev.20:11. 2) white: Mat.5:36, Rev.1:14 2:17 4:4 6:2 14:14 19:11; figuratively, of garments, Rev.3:18; of ripened grain, Jhn.4:35. (AS)
G3023	λέων	leōn	lion	G:N-M	-οντος, ὁ [in LXX chiefly for אֲרִי, אַרְיֵה, also for כְּפִיר, etc;] a lion: Heb.11:33, 1Pe.5:8, Rev.4:7 9:8, 17 10:3 13:2; metaph, 2Ti.4:17, Rev.5:5. (AS)
G3024	λήθη	lēthē	forgetfulness	G:N-F	-ης, ἡ (&lt; λήθω = λανθάνω) [in LXX: Lev.5:15 (מַעַל), Wis.16:11, Sir.14:7, al;] forgetfulness: λ. λαβεῖν (on the phrase, see Mayor, in l): 2Pe.1:9. (AS)
G3025	ληνός	lēnos	winepress	G:N-F	-οῦ, ἡ (in some MSS, LXX and NT, ὁ), [in LXX chiefly for יֶקֶב Num.18:27, al; also for רַהַט (Gen.30:38, 41), גַּת (Neh.13:15, al.), etc;] a trough or vat; esp. for the treading of grapes: Mat.21:33, Rev.14:20 19:16; τὴν λ. τὸν μέγαν (a solecism perhaps inadvertent), Rev.14:19 (cf. ὑπολήνιον). (AS)
G3026	λῆρος	lēros	nonsense	G:N-M	-ου, ὁ [in LXX: 4Ma.5:10 *;] silly talk, nonsense: Luk.24:11. (AS)
G3027	λῃστής	lēstēs	robber/rebel	G:N-M	-οῦ, ὁ (&lt; Ep. ληίς = λεία, booty), [in LXX for גְּדוּד, etc;] a robber, brigand: Mat.21:13 (LXX) Mat.26:55 27:38, 44, Mrk.11:17 14:48 15:27, Luk.10:30, 36 19:46 22:52, Jhn.10:1, 8 18:40, 2Co.11:26. (AS)
G3028	λῆψις	lēpsis	receiving	G:N-F	λῆμψις (Rec. λῆψις, so in cl.), -εως, ἡ (&lt; λαμβάνω), [in LXX (λῆψ-): Pro.15:29; λ. δώρων, Pro.15:27 (מַתָּנָה); λ. καὶ δόσις, Sir.41:19 42:7 *;] receiving: δόσις καὶ λ, Php.4:15. (AS)
G3029	λίαν	lian	greatly	G:Adv	adv. [in LXX chiefly for מְאֹד Gen.1:31 4:5, Jer.24:3, al; Tob.9:4, 2Ma.11:1, al;] very, exceedingly: Mat.2:16 4:8 8:28 27:14 Mrk.1:35 6:51 (Rec. λ. ἐκ περισσοῦ) Mrk.9:3 16:2, Luk.23:8, 2Ti.4:15, II Jn 4, 3Jn.3 (cf. ὑτερλίαν). (AS)
G3030	λίβανος	libanos	frankincense	G:N-M	-ου, ὁ (rarely ἡ), (from the Semitic; cf. the Heb. equiv.), [in LXX for לְבוֹנָה Exo.30:34, Isa.60:6; Sir.24:15, al;] 1) in cl, the frankincense-tree. 2) (Occas. in cl.) frankincense (so Lev.2:1; cf. λιβανωτός): Mat.2:11, Rev.18:13. (AS)
G3031	λιβανωτός	libanōtos	censer	G:N-M	-οῦ, ὁ (&lt; λίβανος), [in LXX: 1Ch.9:29, 3Ma.5:2 *;] 1) in cl. (and LXX), frankincense, the gum of the libanus. 2) = Late Gk, λιβανωτρίς, a censer: Rev.8:3, 5 (the same form appears in Inscr; MM, xvi). (AS)
G3032	Λιβερτῖνος	Libertinos	Freedman	N:N--T	Λιβερῖτνος, -ου, ὁ (Lat. libertinus), a freedman: ἡ συναγωγὴ ἡ λεγομένη Λιβερτίνων Act.6:9 (Bl. thinks the original reading was Λιβυστίνων, Phil. Gosp, 69 f.). (AS)
G3033	Λιβύη	Libuē	Libya	N:N-F-L	Libya, the north part of Africa west of Egypt, (Odyssey by Homer); in later writers also for the whole Continent (ML)
G3034	λιθάζω	lithazō	to stone	G:V	(&lt; λίθος), [in LXX (before ἐν λίθοις): 2Ki.16:6 16:13 (סָקַל pi.)*;] 1) to throw stones (Arist, Polyb, al.). 2) = λιθοβολέω (LXX, NT), to pelt with stones, to stone: with accusative of person(s), Jhn.8:6 10:31-31 11:8, Act.14:10; pass, Act.5:26, 2Co.11:25, Heb.11:37 (see DB, Art, " Crimes and punish­ments," and cf. κατα-λιθάζω). (AS)
G3035	λίθινος	lithinos	stone	G:A	-η, -ον (λίθος) [in LXX for אֶבֶן;] of stone: Jhn.2:6, 2Co.3:3, Rev.9:20. (AS)
G3036	λιθοβολέω	lithoboleō	to stone	G:V	λιθο-βολέω, -ῶ (&lt; λίθος, βάλλω), [in LXX for סָקַל, רָגַם, Exo.19:13, Lev.20:2, al;] to pelt with stones, to kill by stoning, to stone (cf. λιθάζω): with accusative of person(s), Mat.21:35 23:37, Luk.13:34 Act.7:58-59 14:5; pass, Heb.12:20 (LXX). (AS)
G3037	λίθος	lithos	stone	G:N-M	-ου, ὁ (and, in Att, of precious stones, ἡ.) [in LXX for אֶבֶן, Gen.11:3, al; λ. τίμιος, for פָּז, Psa.19:10 21:3, Pro.8:19, al;] a stone: Mat.4:6, al; pl, Mat.3:9, al; at the entrance of a tomb, Mat.27:60, 66 28:2, Mrk.15:46 16:3-4, Luk.24:2, Jhn.11:38, 32 11:41 20:1; λ. μυλικός, Luk.17:2, cf. Rev.18:21; of building stones, Mat.21:42, [44], Mat.24:2, Mrk.12:10 13:1-2, Luk.19:44 20:17-18 21:5-6 Act.4:11, 1Pe.2:7; metaph, of Christ, λ. ἀκρογωναῖος, ἐκλεκτός, ἔντιμος, 1Pe.2:6 (LXX); λ. ζῶν, 1Pe.2:4; προσκόμματος, 1Pe.2:8, Rom.9:33; of Christians, λ. ζῶντες, 1Pe.2:5; of precious stones, λ. τίμιος, Rev.17:4 18:12, 16 21:11, 19; ἴασπις, Rev.4:3; ἐνδεδυμένοι λ. καθαρόν, Rev.15:6 (λίνον, Rec, R, mg, see Swete, in l); metaph, λ. τίμιοι, 1Co.3:12; of the tables of the law, 2Co.3:7; of idols, Act.17:29 (AS)
G3038	λιθόστρωτος	lithostrōtos	pavement	G:A	λιθό-στρωτος, -ον (&lt; στρώννυμι), [in LXX: 2Ch.7:3, Est.1:6, Sng.3:10 (רִצְפָּה, רָצַף)*;] paved with stones, esp. of tessallated work (Ca, i.e.); as subst, τὸ λ, a tessallated pavement: Jhn.19:13 (cf. Γαββαθᾶ). (AS)
G3039	λικμάω	likmaō	to crush	G:V	-ῶ (&lt; λικμός = λίκνον, a winnowing-fan), [in LXX chiefly for זָרָה ni, pi, Rut.3:2 3Ki.14:15, Isa.17:13, Jer.31:10, Dan.2:44, al;] 1) in cl, to winnow (so Ru, l.with). 2) In LXX (ll with, exc. Ru), to scatter (as chaff or dust): Luk.20:18 (RV, scatter as dust, Deiss, BS, 225 f, quotes ex. in π. which suggests the meaning ruin, destroy; cf. Vg. comminuet, AV, grind to powder; cf. also Kennedy, Sources, 126), Mat.21:44 [WH], R, txt. (AS)
G3040	λιμήν	limēn	harbor	G:N-M	-ένος, ὁ [in LXX: Psa.107:30 (מָחוֹז), Psa.107:35, 1Es.5:55 Est.5:1-2 Est.5:1-73 4Macc 7:1-23 *;] a harbour, haven: Act.27:8, 12 (cf. Καλοὶ Λιμένες). (AS)
G3041	λίμνη	limnē	lake	G:N-F	-ης, ἡ [in LXX: Psa.107:35 114:8 (אֲגַם), Sng.7:5 (בְּרֵכָה) 1Ma.11:35, 2Ma.12:16 *;] a lake: of the Sea of Galilee (Mt, Mk, see: θάλασσα), Luk.5:2 8:22-23, 33; λ. Γεννησαρέτ (which see), Luk.5:1; λ. τ. πυρός, Rev.19:20 20:10, 14-15; καιομένη πυρί, Rev.21:8. (AS)
G3042	λιμός	limos	hunger	G:N-B	-οῦ, ὁ (so in Att; in Dor. ἡ, and so sometimes in LXX, see Th, Gr, 146; in NT: Luk.15:14, Act.11:28; cf. M, Pr, 60), [in LXX chiefly for רָעָב;] hunger, famine: Luk.4:25 15:14, 17, Act.7:11 " (LXX) Act.11:28, Rom.8:35, Rev.6:8 18:8; λ. καὶ δίψος, 2Co.11:27; pl, Mat.24:7, Mrk.13:8, Luk.21:11. (AS)
G3043	λίνον	linon	linen/wick	G:N-N	(Tr. λῖνον), -ου, τό [in LXX: Exo.9:31 (פִּשְׁתָּה), al;] 1) flax: Mat.12:20 (LXX). 2) linen: Rev.15:6 (R, mg, see: λίθος). λίθος, -ου, ὁ (and, in Att, of precious stones, ἡ.) [in LXX for אֶבֶן, Gen.11:3, al; λ. τίμιος, for פָּז, Psa.19:10 21:3, Pro.8:19, al;] a stone: Mat.4:6, al; pl, Mat.3:9, al; at the entrance of a tomb, Mat.27:60, 66 28:2, Mrk.15:46 16:3-4, Luk.24:2, Jhn.11:38, 32 11:41 20:1; λ. μυλικός, Luk.17:2, cf. Rev.18:21; of building stones, Mat.21:42, [44], Mat.24:2, Mrk.12:10 13:1-2, Luk.19:44 20:17-18 21:5-6 Act.4:11, 1Pe.2:7; metaph, of Christ, λ. ἀκρογωναῖος, ἐκλεκτός, ἔντιμος, 1Pe.2:6 (LXX); λ. ζῶν, 1Pe.2:4; προσκόμματος, 1Pe.2:8, Rom.9:33; of Christians, λ. ζῶντες, 1Pe.2:5; of precious stones, λ. τίμιος, Rev.17:4 18:12, 16 21:11, 19; ἴασπις, Rev.4:3; ἐνδεδυμένοι λ. καθαρόν, Rev.15:6 (λίνον, Rec, R, mg, see Swete, in l); metaph, λ. τίμιοι, 1Co.3:12; of the tables of the law, 2Co.3:7; of idols, Act.17:29 (AS)
G3044	Λίνος	Linos	Linus	N:N-M-P	1. Linos, a mythical minstrel, son of Apollo and Urania (Calliope), teacher of Orpheus, (Theocritus Poeta Bucolicus), etc. 2. as appellative, the song or lay of Linos, sung by a boy to the cithara while the vintagers are at work, Λίνον ὑπὸ καλὸν ἄειδεν sang the lovely lay of Linos in accompaniment, (Iliad by Homer);compare αἴλινος which is a mournful song. (ML)
G3045	λιπαρός	liparos	rich	G:A	-ά, -όν (&lt; λίπος, fat), [in LXX: Jdg.3:29, Neh.9:35, Is 30:23 (שָׁמֵן)*;] oily, fatty; metaph, of living, rich, dainty: τὰ λ. καὶ τ. λαμπρά, Rev.18:14. (AS)
G3046	λίτρα	litra	pound	G:N-F	-ας, ἡ (cf. Lat. libra), 1) a Sicilian coin = Rom. libra or as. 2) In weight, a pound: Jhn.12:3 19:39. (AS)
G3047	λίψ	lips	southwest	G:N-M	λιβός, ὁ [in LXX chiefly for נֶגֶב, also for תֵּימָן, מַעֲרָב, etc, Gen.13:14, Num.2:10, 2Ch.32:30, al;] the SW. wind: βλέποντα κατὰ λ, Act.27:12 (see Page, in l; Deiss, ES, 141). (AS)
G3048	λογία	logia	collection	G:N-F	(prop, -εία, see BS, 142 ff.), -ας, ἡ (&lt; λογεύω, to collect, a word found in π, see Deiss, BS, l.with; LAE, 70, 103; MM, xvi), a collection: 1Co.16:1-2. (AS)
G3049	λογίζομαι	logizomai	to count	G:V	(&lt; λόγος), [in LXX chiefly for חָשַׁב;] 1) prop, of numerical calculation, to count, reckon: with accusative before μετά, Mrk.15:23 (LXX) (Rec, R, mg.), Luk.22:37. 2) Metaph, without reference to numbers, by a reckoning of characteristics or reasons; (a) to reckon, take into account: with accusative of thing(s), 1Co.13:5; id. before dative of person(s), Rom.4:3 (LXX), Rom.4:4, 6 4:8 " (LXX), 2Co.5:19, 2Ti.4:16; before εἰς (cf. Heb. ל חָשַׁב; Bl, § 33, 3), Act.19:27, Rom.2:26 4:3, 5 4:9-11, 22-24 9:8 Gal.3:6 " (LXX), Jas.2:23 (LXX); (b) to consider, calculate: with accusative of thing(s), Php.4:8; before ὅτι, Jhn.11:50, Heb.11:10; τοῦτο, ὅτι, 2Co.10:11; with accusative of person(s), with inf, Rom.6:11; before ὡς, Rom.8:36 (LXX); (with) to suppose, judge, deem: 1Co.13:11; ὡς, 1Pe.5:12; οὕτως, 1Co.4:1; with accusative of thing(s), 2Co.3:5; id. before εἰς, 2Co.12:6; ὅτι, Rom.8:18; τοῦτο, ὅτι, Rom.2:3, 2Co.10:7; with inf, 2Co.11:5; accusative and inf, Rom.3:28 14:14, Php.3:13; with accusative of person(s) before ὡς, 2Co.10:2; (d) to purpose, decide: with inf. (Eur, Or, 555), 2Co.10:2 (cf. ἀνα, δια, παρα, συλ-λογίζομαι). (AS)
G3050	λογικός	logikos	spiritual	G:A	-ή, -όν (&lt; λόγος, reason) reasonable, rational: λατρεία, Rom.12:1; τὸ λ. (i.e. spiritual) γάλα (see Hort, in l; MM, xvi), 1Pe.2:2 (in support of AV, milk of the word, see ICC, in l). (AS)
G3051	λόγιον	logion	oracles	G:N-N	-ου, τό (dimin. of λόγος, see ICC, Ro, 70), [in LXX chiefly for אִמְרָה, אֵמֶר, Psa.18:30 19:14, al; also for דָּבָר, Isa.28:13, al; (cf. λογεῖον (-ιον) for חֹשֶׁן the oracular breastplate of the H.P, Exo.28:15, al.);] an oracle: Act.7:38, Rom.3:2, Heb.5:12, 1Pe.4:11 (on the eccl, λόγια τ. Κυρίου, see Lft, Essay on Sup. Rel, 172 ff.). (AS)
G3052	λόγιος	logios	learned	G:A	-ον (&lt; λόγος), 1) in cl, learned (Ac, l.with, R, txt.). 2) In late Gk, eloquent: Act.18:24 (see Page, in l; Field, Notes, 129). (AS)
G3053	λογισμός	logismos	thought	G:N-M	-οῦ, ὁ (&lt; λογίζομαι), [in LXX: Psa.33:10-11, Pro.19:21, Isa.66:18, al. (מַחֲשָׁבָה);] a reasoning, thought: Rom.2:15, 2Co.10:5. (AS)
G3054	λογομαχέω	logomacheō	to quarrel	G:V	-ῶ (&lt; λόγος, μάχομαι), to strive with words: 2Ti.2:14. (AS)
G3055	λογομαχία	logomachia	quarrel	G:N-F	-ας, ἡ (&lt; λογομαχέω), a strife of words: pl, 1Ti.6:4. (AS)
G3056	λόγος	logos	word	G:N-M	-ου, ὁ (&lt; λέγω) [in LXX chiefly for דָּבָר, also for מִלָּה,אֵמֶר, etc;] I. Of that by which the inward thought is expressed, Lat. oratio, sermo, vox, verbum. 1) a word, not in the grammatical sense of a mere name (ἔπος, ὄνομα, ῥῆμα), but a word as embodying a conception or idea: Mat.8:8, Luk.7:7, 1Co.14:9, 19 Heb.12:19, al. 2) a saying, statement, declaration: Mat.19:22 (T om.), Mrk.5:36 7:29, Luk.1:29, Jhn.2:22 6:60, Act.7:29, al; with genitive attrib, Act.13:15, Rom.9:9, Heb.7:28, al; of the sayings, commands, promises, etc, of teachers, Mat.7:24 10:14, Mrk.8:38, Luk.9:4, Jhn.14:24, al; λ. κενοί, Eph.5:6; ἀληθινοί, Rev.19:9; πιστοί, Rev.22:6; esp. of the precepts, decrees and promises of God, ὁ λ. τ. θεοῦ, the word of God: Mrk.7:13, Jhn.10:35, Rom.13:9, 1Co.14:36, Php.1:14, al; absol, ὁ λ, Mat.13:21, 22 Mrk.16:[20], Luk.1:2, Act.6:4, Heb.4:12, al. 3) speech, discourse: Act.14:12, 2Co.10:10, Jas.3:2; opp. to ἐπιστολή, 2Th.2:15; disting, from σοφία, 1Co.2:1; ἀναστροφή, 1Ti.4:12; δύναμις, 1Co.4:19, 1Th.1:5; ἔργον, Rom.15:18; οὐδενὸς λ. τίμιον (not worthy of mention), Act.20:24; of the faculty of speech, Luk.24:19, 2Co.11:6; of the style of speech, Mat.5:37, 1Co.1:5; of instruction, Col.4:3, 1Pe.3:1; with genitive of person(s), Jhn.5:24 8:52, Act.2:41, al; ὁ λ. ὁ ἐμός, Jhn.8:31; with genitive obj. (τ.) ἀληθείας, 2Co.6:7, Col.1:5, Jas.1:18; τ. καταλλαγῆς, 2Co.5:19; τ. σταυροῦ, 1Co.1:18; of mere talk, 1Co.4:19, 2o, Col.2:23, 1Jn.3:18; of the talk which one occasions, hence, repute: Col.2:23. 4) subject-matter, hence, teaching, doctrine: Act.18:15, 2Ti.2:17, al; esp. of Christian doctrine: Mat.13:20-23, Mrk.4:14-20 8:32, Luk.1:2, Act.8:4, Gal.6:6, 1Th.1:6, al; with genitive of person(s), τ. θεοῦ, Luk.5:1, Jhn.17:6, Act.4:29, 1Co.14:36, I Jhn.1:10, Rev.6:9, al; τ. Κυρίου, Act.8:25, 1Th.1:8, al; τ. Χριστοῦ, Col.3:16, Rev.3:8; with genitive appos, Act.15:7; with genitive attrib, Heb.5:13. 5) a story, tale, narrative: Mat.28:15, Jhn.21:23, Act.1:1 11:22; before περί, Luk.5:15. 6) That which is spoken of (Plat, al; V. Kennedy, Sources, 124), matter, affair, thing: Mat.21:24, Mrk.1:45 11:29, Luk.20:3, Act.8:21; of a matter in dispute, as a case or suit at law, Act.19:38; pl. (1Ma.7:33, al.), Luk.1:4. II. Of the inward thought itself, Lat. ratio. 1) reason, (a) of the mental faculty (Hdt, Plat, al.): κατὰ λόγον, Act.18:14; (b) a reason, cause: τίνι λόγῳ, Act.10:29; παρεκτὸς λόγου πορνείας, Mat.5:32 19:9, WH, mg, R, mg. 2) account, (a) regard: Act.20:24, Rec; (b) reckoning: Php.4:15, 17; συναίρειν (which see) λ, Mat.18:23 25:19; in forensic sense, Rom.14:12, Heb.13:17, 1Pe.4:5; with genitive of thing(s), Luk.16:2; before περί, Mat.12:36, Act.19:40, 1Pe.3:15. 3) proportion, analogy: Php.2:16 (Field, Notes, 193 f.). III. ὁ λ, the Divine Word or Logos: Jhn.1:1, 14; τ. ζωῆς, 1Jn.1:1; τ. θεοῦ, Rev.19:13 (see Westc, Swete, CGT, in ll; reff. in Artt, Logos, DB, DCG). (AS)
G3057	λόγχη	logchē	spear	G:N-F	-ης, ἡ [in LXX for רֹמַח, etc;] 1) a spear-head. 2) a lance, spear: Mat.27:49 ([WH], R, mg.), Jhn.19:34. (AS)
G3058	λοιδορέω	loidoreō	to revile	G:V	-ῶ (&lt; λοίδορος) [in LXX chiefly for רִיב;] to abuse, revile: with accusative of person(s), Jhn.9:28, Act.23:4; pass, 1Co.4:12, 1Pe.2:23 (cf. ἀντι-λοιδορέω). (AS)
G3059	λοιδορία	loidoria	reviling	G:N-F	-ας, ἡ (&lt; λοιδορέω), [in LXX chiefly for רִיב, מְרִיבָה;] abuse, railing: 1Ti.5:14, 1Pe.3:9. (AS)
G3060	λοίδορος	loidoros	reviler	G:N-M	-ον [in LXX: Pro.25:24 26:21 27:15 (מִדְיָן) Sir.23:8 *;] railing, abusive; as subst, ὁ λ, a railer: 1Co.5:11 6:10. (AS)
