Strongs numbers in lexicon, but not in tagged texts, SEEMS LIKE TOO MANY!
===

G33	ἄγε	to lead	
G9352	σύσκηνος	a fellow tent-dweller	
G9353	συσκιάζω	to overshadow	
G9354	σύσκιος	shady	
G9355	συσκοτάζω	to darken	
G9356	συσπάω	to shrivel	
G9357	συσσεισμός	a quaking	
G9358	συσσείω	to shake	
G9359	σύστασις	a joint-conspiracy	
G9360	σύστεμα	collection	
G9361	σύστρεμμα	a confederation	
G9362	συσφίγγω	to condense	
G9363	σφαιρωτήρ	a knob	
G9364	σφακελίζω	to have an inflammation	
G9365	σφαλερός	unsteady	
G9366	σφάλλω	to trip	
G9367	σφάλμα	a trip	
G9368	σφενδονάω	to sling	
G9369	σφενδόνη	a sling	
G9370	σφενδονήτης	a slinger	
G9371	σφηκιά	a swarm of wasps	
G9372	σφηνόω	to wedge	
G9373	σφίγγω	to grasp	
G9374	σφοδρός	vehement	
G9375	σφόνδυλος	a neck vertebrae	
G9376	σφῦρα	an adz	
G9377	σφυροκοπέω	to strike with a hammer	
G9378	σφυροκόπος	a hammer-smith	
G9379	σχάζω	to open up	
G9380	σχεδία	a barge	
G9381	σχίδαξ	kindling	
G9382	σχίζα	a dart	
G9383	σχισμή	a fissure	
G9384	σχιστός	shredded	
G9385	σχοίνισμα	a measured out line	
G9386	σχοινισμός	a piece of measured out land	
G9387	σχοῖνος	a rush	
G9388	σχολαστής	an idler	
G9389	σωματοποιέω	to rejuvenate	
G9390	σωρήκ	a choice vine	
G9391	σωρός	a heap	
G9392	σωφάρ	ram's horn	
G9394	ταινία	fascia	
G9395	τακτικός	tactician	
G9396	ταλαιπώρως	miserably	
G9397	τάλας	miserable	
G9398	ταμίας	a storekeeper	
G9399	ταμιεύω	to store up	
G9400	τανύω	to stretch	
G9401	ταπεινοφρονέω	be humble-minded	
G9402	ταπεινόφρων	humble-minded	
G9403	ταραχώδης	disturbing	
G9404	Τάρταρος	infernal region	
G9405	τάφρος	a trench	
G9406	ταχύνω	to hasten	
G9407	τείνω	to stretch out	
G9408	τειχήρης	walled	
G9409	τειχίζω	to wall	
G9410	τειχιστής	a stonemason	
G9411	τεκνοποιέω	to produce children	
G9412	τεκταίνομαι	to contrive	
G9413	τεκτονικός	a woodworker	
G9414	τελαμών	a ligature	
G9415	τελεσιουργέω	to perfect a work	
G9416	τελετή	mystic rites	
G9417	τελευταῖος	finality	
G9418	τέμενος	a sacred precinct	
G9419	τέμνω	to prune	
G9420	τερατοσκόπος	an observer of signs	
G9421	τερέβινθος	terebinth resin	
G9422	τέρετρον	a drill	
G9423	τερπνός	delightful	
G9424	τερπνότης	delightfulness	
G9425	τέρπω	to delight	
G9426	τέρψις	delight	
G9427	τεσσαρακονταδύο	forty-two	
G9428	τεσσαρακονταεπτά	forty-seven	
G9429	τεσσαρακονταοκτώ	forty-eight	
G9430	τεσσαρακονταπέντε	forty-five	
G9431	τεσσαρακοντατρεῖς	forty-three	
G9432	τεσσαρακοστός	fortieth	
G9433	τεσσαρεσκαίδεκα	fourteen	
G9434	τετράδραχμος	four-drachma	
G9435	τετραίνω	to puncture	
G9436	τετρακισμύριοι	forty thousand	
G9437	τετρακοσιοστός	four hundredth	
G9438	τετράπεδος	quadrangular	
G9439	τετραπλῶς	fourfold	
G9440	τετράς	fourth	
G9441	τετράστιχος	arranged in four rows	
G9442	τεχνάζω	to cunningly contrive	
G9443	Τηβήθ	Tebeth	
G9444	τήγανον	a frying pan	
G9445	τηλαύγημα	radiance	
G9446	τηλαυγής	radiant	
G9447	τηλαύγησις	radiance	
G9448	τιάρα	a tiara	
G9449	τιθηνέω	to suckle	
G9450	τιθηνός	a wet-nurse	
G9451	τίμημα	valuation	
G9452	τιμογραφέω	to assess	
G9453	τίναγμα	vibration	
G9454	Τιτάν	titan	
G9455	τιτρώσκω	to pierce	
G9456	τμητός	to cut into shape	
G9457	τοκετός	birth	
G9458	τόλμα	daring	
G9459	τολύπη	a wild gourd	
G9460	τομή	pruning	
G9461	τομίς	a pruning knife	
G9462	τόμος	a roll of papyrus	
G9463	τόξευμα	a bow	
G9464	τοξεύω	to shoot	
G9465	τοξότης	a bowman	
G9466	τοπάρχης	a toparch	
G9467	τορευτός	turned	
G9468	τραγέλαφος	an antelope	
G9469	τρανός	plainly	
G9470	τραυματίας	slain	
G9471	τραχηλιάω	to stiffen the neck	
G9472	τρέπω	to rout	
G9473	τριακονταδύο	thirty-two	
G9474	τριακονταεννέα	thirty-nine	
G9475	τριακονταέξ	thirty-six	
G9476	τριακονταεπτά	thirty-seven	
G9477	τριακονταέτης	thirty years old	
G9478	τριακονταοκτώ	thirty-eight	
G9479	τριακονταπέντε	thirty-five	
G9480	τριακοντατρεῖς	thirty-three	
G9481	τριακοντατέσσαρες	thirty-four	
G9482	τριακοστός	thirtieth	
G9483	τρίβω	be very busy	
G9484	τριέτης	of three years	
G9485	τριετίζω	be three years old	
G9486	τριημερία	third day	
G9487	τριμερίζω	be three parts	
G9488	τριόδους	three-pronged	
G9489	τριπλοῦς	triple	
G9490	τρισκαίδεκα	thirteen	
G9491	τρισκαιδέκατος	thirteenth	
G9492	τρισσεύω	to do three times	
G9493	τρισσός	third rank	
G9494	τρισσόω	to do a third time	
G9495	τρισσῶς	third	
G9496	τριστάτης	a tribune	
G9497	τριταῖος	three days	
G9498	τρίχαπτος	a braid	
G9499	τρίχωμα	hair on a head	
G9500	τριώροφος	third story	
G9501	τροπόω	to put to flight	
G9502	τροφεύω	to nourish	
G9503	τροφοφορέω	to nurture	
G9504	τροχίσκος	a disc	
G9505	τρυγητής	a grape gatherer	
G9506	τρυγητός	a gathering of crops	
G9507	τρυγίας	wine with dregs	
G9508	τρυπάω	to make a hole	
G9509	τρυφαλίς	cheese	
G9510	τρυφερός	delicate	
G9511	τρυφερότης	delicacy	
G9512	τρώγλη	a bore	
G9513	τυλόω	be hardened	
G9514	τυμπανίστρια	performing on a tambourine	
G9515	τύμπανον	a tambourine	
G9516	τυραννέω	be sovereign	
G9517	τυραννίς	a wife of a sovereign	
G9518	τυρόω	to curdle into cheese	
G9519	τύχη	good luck	
G9520	ὕαινα	a hyena	
G9521	ὑβριστικός	outrageous	
G9522	ὑγιάζω	to heal	
G9523	ὑγίεια	health	
G9524	ὑγιῶς	fairly	
G9525	ὑγραίνω	to wet	
G9526	ὑγρασία	wetness	
G9527	ὑδραγωγός	an aqueduct	
G9528	ὑδρεύω	to draw water	
G9529	ὑδρίσκη	a water-pot	
G9530	ὑδροφόρος	a water-carrier	
G9531	ὕειος	like a pig	
G9532	ὑετίζω	to rain	
G9533	ὑλακτέω	to bark	
G9534	ὑλώδης	flush	
G9535	ὕμνησις	singing of praise	
G9536	ὑμνῳδέω	to sing a hymn	
G9537	ὕπαιθρος	open air	
G9538	ὕπατος	supreme	
G9539	ὑπεξαίρω	to remove secretly	
G9540	ὑπεράνωθεν	far above	
G9541	ὑπέραρσις	overflowing	
G9542	ὑπερασπίζω	to shield	
G9543	ὑπερασπισμός	shielding	
G9544	ὑπερασπιστής	a defender	
G9545	ὑπερδυναμόω	to overpower	
G9547	ὑπερεκχέω	to overflow	
G9548	ὑπερηφανέω	be prideful	
G9549	ὑπέρθυρον	a lintel	
G9550	ὑπερισχύω	to excel in strength	
G9551	ὑπέρκειμαι	to have precedence	
G9552	ὑπερκρατέω	to prevail against	
G9553	ὑπερμεγέθης	immense	
G9554	ὑπερμήκης	exceedingly tall	
G9555	ὕπερον	a pestle	
G9556	ὑπερόρασις	neglect	
G9557	ὑπεροράω	to neglect	
G9558	ὑπέροψις	disdain	
G9559	ὑπερτίθημι	to procrastinate	
G9560	ὑπερφερής	overwhelming	
G9561	ὑπερφέρω	to overwhelm	
G9562	ὑπερχαρής	overjoyed	
G9563	ὑπερχέω	to overflow	
G9564	ὑπερωμία	head and shoulders above	
G9565	ὑπεύθυνος	accountable	
G9566	ὑπηρεσία	service	
G9567	ὑπνόω	to sleep	
G9568	ὑπνώδης	sleepy	
G9569	ὑποβλέπω	to suspect	
G9570	ὑπόγαιος	subterranean	
G9571	ὑποδύτης	an undergarment	
G9572	ὑπόθεμα	an underpart	
G9573	ὑποκαίω	to fire up	
G9574	ὑποκαλύπτω	to cover up	
G9575	ὑποκάτωθεν	from beneath	
G9576	ὑπόκειμαι	to lay in place of	
G9578	ὑπόλοιπος	a vestige	
G9579	ὑπόλυσις	a loosening	
G9580	ὑπολύω	to untie	
G9581	ὑπόμνημα	a record	
G9582	ὑπομνηματισμός	a memoir	
G9583	ὑπομνηματογράφος	a recorder	
G9584	ὑπονύσσω	to goad	
G9585	ὑποπίπτω	be penitent	
G9586	ὑποπτεύω	to dread	
G9587	ὑποπυρρίζω	be reddish	
G9588	ὑποσκελίζω	to trip up	
G9589	ὑποσκέλισμα	a fall	
G9590	ὑπόστημα	a garrison	
G9591	ὑποστήριγμα	a support	
G9592	ὑποστηρίζω	to support	
G9593	ὑποτίτθιος	under a breast	
G9594	ὑπουργός	an aid	
G9595	ὑπόφαυσις	a narrow opening	
G9596	ὑπόφορος	subject to tribute	
G9597	ὑποχείριος	under one's hand	
G9598	ὑποχόνδριος	a spleen	
G9599	ὑπόχρεως	a debtor	
G9600	ὑποχυτήρ	an oil flask	
G9601	ὑπτιάζω	to turn up and open hands	
G9602	ὕπτιος	steep	
G9603	ὑπώπιος	a bruise	
G9604	ὑστεροβουλία	an afterthought	
G9605	ὑφαίνω	to weave	
G9606	ὑφαιρέω	to take up	
G9607	ὑφάντης	a weaver	
G9608	ὕφασμα	a woven work	
G9609	ὑφίστημι	to stand	
G9610	ὑψηλοκάρδιος	a proud heart	
G9611	ὕψωσις	act of exaltation	
G9612	ὕω	to rain	
G9613	φαιός	gray	
G9614	φακός	a flask	
G9615	φαλακρός	bald	
G9616	φαλάκρωμα	baldness	
G9617	φαρέτρα	a quiver	
G9618	φαρμακεύω	to administer potions	
G9619	φάρμακον	a potion	
G9620	φαρουρίμ	a compound	
G9621	φάρυγξ	a throat	
G9622	φασέκ	a passover	
G9623	φάσμα	a visible manifestation	
G9624	φατνόω	to decorate with fretwork	
G9625	φάτνωμα	a fretwork	
G9626	φαυλίζω	to treat as worthless	
G9627	φαύλισμα	a careless attitude	
G9628	φαυλισμός	disparagement	
G9629	φαυλίστρια	heedless	
G9630	φαῦσις	giving light	
G9631	φερνή	a dowry	
G9632	φερνίζω	to endow	
G9633	φθάρμα	corruption	
G9634	φθέγμα	an utterance	
G9635	φθειρίζομαι	to fumigate	
G9636	φθίνω	to wane	
G9637	φιλαμαρτήμων	fond of sinning	
G9638	φιλεχθρέω	to enjoy quarreling	
G9639	φιλιάζω	to befriend	
G9640	φιλογέωργος	fond of husbandry	
G9641	φιλογύναιος	fond of women	
G9642	φιλονεικέω	be fond of altercations	
G9643	φιμός	a rein	
G9644	φλεγμαίνω	be inflamed	
G9645	φλέγω	to blaze	
G9646	φλέψ	an artery	
G9647	φλιά	a doorway	
G9648	φλόγινος	flaming	
G9649	φλυκτίς	a boil	
G9650	φοβερίζω	to throw into fear	
G9651	φοβερισμός	fright	
G9652	φοβερῶς	fearfully	
G9653	φοινίκεος	crimson	
G9654	φοινικών	palm-grove	
G9655	φονευτής	a man-killer	
G9656	φονοκτονέω	to pollute with murder	
G9657	φορβεά	a halter	
G9658	φορεῖον	a carriage	
G9659	φορθομμίν	nobles	
G9660	φορολόγητος	tributary	
G9661	φορολόγος	tribute-gatherer	
G9662	φρίκη	shuddering awe	
G9663	φρικτός	a cause for shuddering	
G9664	φρικώδης	a cause for shuddering	
G9665	φροντίς	bewilderment	
G9666	φρουρά	a detachment of soldiers	
G9667	φρουραί	lots	
G9668	φρύαγμα	neighing	
G9669	φρύγιον	dried sticks	
G9670	φρύγω	to parch	
G9671	φυγαδεία	flight	
G9672	φυγαδεῖον	a place of refuge	
G9673	φυγαδευτήριον	a place of refuge	
G9674	φυγαδεύω	to drive into exile	
G9675	φυγάς	an exile	
G9676	φυή	development	
G9677	φύλαγμα	an injunction	
G9678	φυλάκισσα	a female keeper	
G9679	φύλαρχος	a tribal chief	
G9680	φύρασις	a mixing together	
G9681	φυράω	to mix up	
G9682	φυρμός	a befouling	
G9683	φύρω	to befoul	
G9684	φυσάω	to blow	
G9685	φυσητήρ	a pair of bellows	
G9686	φύτευμα	a plant	
G9687	φυτόν	a plant	
G9688	φωράω	be caught in the act	
G9689	χ	600	
G9690	χαίνω	to gape wide	
G9691	χαλαστόν	a chain-work	
G9692	χαλβάνη	galbanum	
G9693	χάλιξ	gravel	
G9694	χαλκεῖον	a brass cauldron	
G9695	χάλκειος	of brass	
G9696	χαλκεύω	to forge	
G9697	χαμαιλέων	chameleon	
G9698	χάος	chaos	
G9699	χαραδριός	a curlew	
G9700	χαρακοβολία	a palisade	
G9701	χαρακόω	to build a palisade	
G9702	χαράκωσις	a siege mound	
G9703	χαράσσω	to grave	
G9704	χαρμονή	a cause for joy	
G9705	χαρμοσύνη	joyfulness	
G9706	χαροποιός	a causing joy	
G9707	χαρτίον	papyrus paper	
G9708	χαυών	a cake	
G9709	χαφουρή	bowls	
G9710	χειμερινός	of winter	
G9711	χειροπέδαι	manacles	
G9712	χειροτονία	stretching forth hands	
G9713	χειρόω	to lay hands against	
G9714	χελιδών	a swallow	
G9715	χελώνη	a tortoise	
G9716	χελώνιον	a lip	
G9717	χερούβ	a cherub	
G9718	χερσαῖος	of dry land	
G9719	χέρσος	uncultivated	
G9720	χερσόω	to make barren	
G9721	χέω	to pour	
G9722	χηλή	a claw	
G9723	χηρεία	widowhood	
G9724	χήρευσις	widowhood	
G9725	χηρεύω	be a widow	
G9726	χθιζός	of yesterday	
G9727	χθών	soil	
G9728	χῖδρον	green wheat	
G9729	χιλιαρχία	a command of a thousand	
G9730	χιλιοπλασίως	a thousand times more	
G9731	χίλιος	a thousand	
G9732	χίμαιρα	a yearling	
G9733	χίμαρος	1 winter yearling	
G9734	χιονόομαι	to snow	
G9735	χλαῖνα	a goat's hair coat	
G9736	χλεύασμα	an object of taunts	
G9737	χλευασμός	taunting	
G9738	χλίδων	an armlet	
G9739	χλωρίζω	be greenish	
G9740	χλωρότης	greenness	
G9741	χνόος	dust	
G9742	χοιρογρύλλιος	hyrax	
G9743	χολέρα	cholera	
G9744	χόλος	bitter anger	
G9745	χονδρίτης	of groats	
G9746	χορδή	string of a lyre	
G9747	χορεύω	to join in a dance	
G9748	χορηγία	a bestowing of expenses	
G9749	χόριον	afterbirth	
G9750	χορρί	a patrol	
G9751	χορτασία	a filling	
G9752	χορτομανέω	be overgrown	
G9753	χοῦς	a coos	
G9754	χρεμετίζω	to snort	
G9755	χρεμετισμός	snorting	
G9756	χρέος	a debt	
G9757	χρησμολογέω	to speak oracles	
G9758	χρῖσις	an anointing	
G9759	χροιά	complexion	
G9760	χρυσαυγέω	to shine like gold	
