# File Name: Hebrew_Lexicon_Strongs.txt
# File Size: 1452460     
# File Date: 02/20/2021 19:25:59
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Hebrew
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS
#		Strong's number
#	WORD
#		Hebrew word
#	TRANS
#		Transliterated word
#	PRONOUNCE
#		Pronunciation
#	LANG
#		Language
#	MORPH
#		Part of speech
#	DEF
#		Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
H4064	מַדְוֶה	madveh	mad-veh'	heb	Noun Masculine	from דָּוָה; sickness; disease.
H4065	מַדּוּחַ	maddûwach	mad-doo'akh	heb	Noun Masculine	from נָדַח; seduction; cause of banishment.
H4066	מָדוֹן	mâdôwn	maw-dohn'	heb	Noun Masculine	from דִּין; a contest or quarrel; brawling, contention(-ous), discord, strife. Compare מִדְיָן, מְדָן.
H4067	מָדוֹן	mâdôwn	maw-dohn'	heb	Noun Masculine	from the same as מֶדֶו; extensiveness, i.e. height; stature.
H4068	מָדוֹן	Mâdôwn	maw-dohn'	x-pn	Proper Name Location	the same as מָדוֹן; Madon, a place in Palestine; Madon.
H4069	מַדּוּעַ	maddûwaʻ	mad-doo'-ah	heb	Adverb	or מַדֻּעַ; from מָה and the passive participle of יָדַע; what (is) known?; i.e. (by implication) (adverbially) why?; how, wherefore, why.
H4070	מְדוֹר	mᵉdôwr	med-ore'	arc	Noun Masculine	(Aramaic) or מְדֹר; (Aramaic), or מְדָר; (Aramaic), from דּוּר; a dwelling; dwelling.
H4071	מְדוּרָה	mᵉdûwrâh	med-oo-raw'	heb	Noun Feminine	or מְדֻרָה; from דּוּר in the sense of accumulation; a pile of fuel; pile (for fire).
H4072	מִדְחֶה	midcheh	mid-kheh'	heb	Noun Masculine	from דָּחָה; overthrow; ruin.
H4073	מְדַחְפָה	mᵉdachphâh	med-akh-faw'	heb	Noun Feminine	from דָּחַף; a push, i.e. ruin; overthrow.
H4074	מָדַי	Mâday	maw-dah'-ee	x-pn		of foreign derivation; Madai, a country of central Asia; Madai, Medes, Media.
H4075	מָדַי	Mâday	maw-dah'-ee	x-pn	Adjective	patrial from מָדַי; a Madian or native of Madai; Mede.
H4076	מָדַי	Mâday	maw-dah'-ee	arc		(Aramaic) corresponding to מָדַי; {Madai, a country of central Asia}; Mede(-s).
H4077	מָדַי	Mâday	maw-dah'-ee	arc	Proper Name Masculine	(Aramaic) corresponding to מָדַי; {a Madian or native of Madai}; Median.
H4078	מַדַּי	madday	mad-dah'-ee	heb	Adverb	from מָה and דַּי; what (is) enough, i.e. sufficiently; sufficiently.
H4079	מִדְיָן	midyân	mid-yawn'	heb	Noun Masculine	a variation for מָדוֹן; {a contest or quarrel}; brawling, contention(-ous).
H4080	מִדְיָן	Midyân	mid-yawn'	x-pn		the same as מִדְיָן; Midjan, a son of Abraham; also his country and (collectively) his descendants; Midian, Midianite.
H4081	מִדִּין	Middîyn	mid-deen'	heb	Proper Name Location	a variation for מִדְיָן; {Midjan, a son of Abraham; also his country and (collectively) his descendants}; Middin.
H4082	מְדִינָה	mᵉdîynâh	med-ee-naw'	heb	Noun Feminine	from דִּין; properly, a judgeship, i.e. jurisdiction; by implication, a district (as ruled by a judge); generally, a region; ([idiom] every) province.
H4083	מְדִינָה	mᵉdîynâh	med-ee-naw'	arc	Noun Feminine	(Aramaic) corresponding to מְדִינָה; {properly, a judgeship, i.e. jurisdiction; by implication, a district (as ruled by a judge); generally, a region}; province.
H4084	מִדְיָנִי	Midyânîy	mid-yaw-nee'	x-pn	Adjective	patronymical or patrial from מִדְיָן; a Midjanite or descendant (native) of Midjan; Midianite. Compare מְדָנִי.
H4085	מְדֹכָה	mᵉdôkâh	med-o-kaw'	heb	Noun Feminine	from דּוּךְ; a mortar; mortar.
H4086	מַדְמֵן	Madmên	mad-mane'	x-pn	Proper Name Location	from the same as דֹּמֶן; dunghill; Madmen, a place in Palestine; Madmen.
H4087	מַדְמֵנָה	madmênâh	mad-may-naw'	heb	Noun Feminine	feminine from the same as דֹּמֶן; a dunghill; dunghill.
H4088	מַדְמֵנָה	Madmênâh	mad-may-naw'	x-pn	Proper Name Location	the same as מַדְמֵנָה; Madmenah, a place in Palestine; Madmenah.
H4089	מַדְמַנָּה	Madmannâh	mad-man-naw'	x-pn		a variation for מַדְמֵנָה; Madmannah, a place in Palestine; Madmannah.
H4090	מְדָן	mᵉdân	med-awn'	heb	Noun Masculine	a form of מָדוֹן; {a contest or quarrel}; discord, strife.
H4091	מְדָן	Mᵉdân	med-awn'	x-pn	Proper Name Masculine	the same as מְדָן; Medan, a son of Abraham; Medan.
H4092	מְדָנִי	Mᵉdânîy	med-aw-nee'	heb	Adjective	a variation of מִדְיָנִי; {a Midjanite or descendant (native) of Midjan}; Midianite.
H4093	מַדָּע	maddâʻ	mad-daw'	heb	Noun Masculine	or מַדַּע; from יָדַע; intelligence or consciousness; knowledge, science, thought.
H4094	מַדְקָרָה	madqârâh	mad-kaw-raw'	heb	Noun Feminine	from דָּקַר; a wound; piercing.
H4095	מַדְרֵגָה	madrêgâh	mad-ray-gaw'	heb	Noun Feminine	from an unused root meaning to step; properly, a step; by implication, a steep or inaccessible place; stair, steep place.
H4096	מִדְרָךְ	midrâk	mid-rawk'	heb	Noun Masculine	from דָּרַךְ; a treading, i.e. a place for stepping on; (foot-) breadth.
H4097	מִדְרָשׁ	midrâsh	mid-rawsh'	heb	Noun Masculine	from דָּרַשׁ; properly, an investigation, i.e. (by implication) a treatise or elaborate compilation; story.
H4098	מְדֻשָּׁה	mᵉdushshâh	med-oosh-shaw'	heb	Noun Feminine	from דּוּשׁ; a threshing, i.e. (concretely and figuratively) down-trodden people; threshing.
H4099	מְדָתָא	Mᵉdâthâʼ	med-aw-thaw'	x-pn	Proper Name Masculine	xlit Mᵉdâthâ corrected to Mᵉdâthâʼ; of Persian origin; Medatha, the father of Haman; Hammedatha (including the article).
H4100	מָה	mâh	maw	heb		or מַה; or מָ; or מַ; also מֶה; a primitive particle; properly, interrogative what? (including how? why? when?); but also exclamation, what! (including how!), or indefinitely what (including whatever, and even relatively, that which); often used with prefixes in various adverbial or conjunctive senses; how (long, oft, (-soever)), (no-) thing, what (end, good, purpose, thing), whereby(-fore, -in, -to, -with), (for) why.
H4101	מָה	mâh	maw	arc		(Aramaic) corresponding to מָה; {properly, interrogative what? (including how? why? when?); but also exclamation, what! (including how!), or indefinitely what}; how great (mighty), that which, what(-soever), why.
H4102	מָהַהּ	mâhahh	maw-hah'	heb	Verb	apparently a denominative from מָה; properly, to question or hesitate, i.e. (by implication) to be reluctant; delay, linger, stay selves, tarry.
H4103	מְהוּמָה	mᵉhûwmâh	meh-hoo-maw'	heb	Noun Feminine	from הוּם; confusion or uproar; destruction, discomfiture, trouble, tumult, vexation, vexed.
H4104	מְהוּמָן	Mᵉhûwmân	meh-hoo-mawn'	x-pn	Proper Name Masculine	of Persian origin; Mehuman, a eunuch of Xerxes; Mehuman.
H4105	מְהֵיטַבְאֵל	Mᵉhêyṭabʼêl	meh-hay-tab-ale'	x-pn		from יָטַב (augmented) and אֵל; bettered of God; Mehetabel, the name of an Edomitish man and woman; Mehetabeel, Mehetabel.
H4106	מָהִיר	mâhîyr	maw-here'	heb	Adjective	or מָהִר; from מָהַר; quick; hence, skilful; diligent, hasty, ready.
H4107	מָהַל	mâhal	maw-hal'	heb	Verb	a primitive root; properly, to cut down or reduce, i.e. by implication, to adulterate; mixed.
H4108	מַהְלֵךְ	mahlêk	mah-lake'	heb	Noun Masculine	from הָלַךְ; a walking (plural collectively), i.e. access; place to walk.
H4109	מַהֲלָךְ	mahălâk	mah-hal-awk'	heb	Noun Masculine	from הָלַךְ; a walk, i.e. a passage or a distance; journey, walk.
H4110	מַהֲלָל	mahălâl	mah-hal-awl'	heb	Noun Masculine	from הָלַל; fame; praise.
H4111	מַהֲלַלְאֵל	Mahălalʼêl	mah-hal-al-ale'	x-pn	Proper Name Masculine	from מַהֲלָל and אֵל; praise of God; Mahalalel, the name of an antediluvian patriarch and of an Israelite; Mahalaleel.
H4112	מַהֲלֻמָּה	mahălummâh	mah-hal-oom-maw'	heb	Noun Feminine	from הָלַם; a blow; stripe, stroke.
H4113	מַהֲמֹרָה	mahămôrâh	mah-ham-o-raw'	heb	Noun Feminine	from an unused root of uncertain meaning; perhaps an abyss; deep pit.
H4114	מַהְפֵּכָה	mahpêkâh	mah-pay-kaw'	heb	Noun Feminine	from הָפַךְ; a destruction; when...overthrew, overthrow(-n).
H4115	מַהְפֶּכֶת	mahpeketh	mah-peh'-keth	heb	Noun Feminine	from הָפַךְ; a wrench, i.e. the stocks; prison, stocks.
H4116	מָהַר	mâhar	maw-har'	heb	Verb	a primitive root; properly, to be liquid or flow easily, i.e. (by implication); to hurry (in a good or a bad sense); often used (with another verb) adverbially, promptly; be carried headlong, fearful, (cause to make, in, make) haste(-n, -ily), (be) hasty, (fetch, make ready) [idiom] quickly, rash, [idiom] shortly, (be so) [idiom] soon, make speed, [idiom] speedily, [idiom] straightway, [idiom] suddenly, swift.
H4117	מָהַר	mâhar	maw-har'	heb	Verb	a primitive root (perhaps rather the same as מָהַר through the idea of readiness in assent); to bargain (for a wife), i.e. to wed; endow, [idiom] surely.
H4118	מַהֵר	mahêr	mah-hare'	heb		from מָהַר; properly, hurrying; hence (adverbially) in ahurry; hasteth, hastily, at once, quickly, soon, speedily, suddenly.
H4119	מֹהַר	môhar	mo'-har	heb	Noun Masculine	from מָהַר; a price (for a wife); dowry.
H4120	מְהֵרָה	mᵉhêrâh	meh-hay-raw'	heb	Noun Feminine	feminine of מַהֵר; properly, a hurry; hence (adverbially) promptly; hastily, quickly, shortly, soon, make (with) speed(-ily), swiftly.
H4121	מַהֲרַי	Mahăray	mah-har-ah'-ee	x-pn	Proper Name Masculine	from מָהַר; hasty; Maharai, an Israelite; Maharai.
H4122	מַהֵר שָׁלָל חָשׁ בַּז	Mahêr Shâlâl Châsh Baz	mah-hare' shaw-lawl' khawsh baz	x-pn	Proper Name Masculine	from מַהֵר and שָׁלָל and חוּשׁ and בַּז; hasting (is he (the enemy) to the) booty, swift (to the) prey; Maher-Shalal-Chash-Baz; the symbolical name of the son of Isaiah; Maher-sha-lal-bash-baz.
H4123	מַהֲתַלָּה	mahăthallâh	mah-hath-al-law'	heb	Noun Feminine	from הָתַל; a delusion; deceit.
H4124	מוֹאָב	Môwʼâb	mo-awb	x-pn		from a prolonged form of the prepositional prefix m-and אָב; from (her (the mother's)) father; Moab, an incestuous son of Lot; also his territory and descendants; Moab.
H4125	מוֹאָבִי	Môwʼâbîy	mo-aw-bee'	x-pn	Adjective	feminine מוֹאָבִיָּה; or מוֹאָבִיתxlit Môwâbîyth corrected to Môwʼâbîyth; patronymical from מוֹאָב; a Moabite or Moabitess, i.e. a descendant from Moab; (woman) of Moab, Moabite(-ish, -ss).
H4126	מוֹבָא	môwbâʼ	mo-baw'	heb	Noun Masculine	by transp. for מָבוֹא; an entrance; coming.
H4127	מוּג	mûwg	moog	heb	Verb	a primitive root; to melt, i.e. literally (to soften, flow down, disappear), or figuratively (to fear, faint); consume, dissolve, (be) faint(-hearted), melt (away), make soft.
H4128	מוּד	mûwd	mood	heb	Verb	a primitive root; to shake; measure.
H4129	מוֹדַע	môwdaʻ	mo-dah'	heb	Noun Masculine	or rather מֹדָע; from יָדַע; an acquaintance; kinswoman.
H4130	מוֹדַעַת	môwdaʻath	mo-dah'-ath	heb	Noun Feminine	from יָדַע; acquaintance; kindred.
H4131	מוֹט	môwṭ	mote	heb	Verb	a primitive root; to waver; by implication, to slip, shake, fall; be carried, cast, be out of course, be fallen in decay, [idiom] exceedingly, fall(-ing down), be (re-) moved, be ready, shake, slide, slip.
H4132	מוֹט	môwṭ	mote	heb	Noun Masculine	from מוֹט; a wavering, i.e. fall; by implication, a pole (as shaking); hence, a yoke (as essentially a bent pole); bar, be moved, staff, yoke.
H4133	מוֹטָה	môwṭâh	mo-taw'	heb	Noun Feminine	feminine of מוֹט; a pole; by implication, an ox-bow; hence, a yoke (either literal or figurative); bands, heavy, staves, yoke.
H4134	מוּךְ	mûwk	mook	heb	Verb	a primitive root; to become thin, i.e. (figuratively) be impoverished; be (waxen) poor(-er).
H4135	מוּל	mûwl	mool	heb	Verb	a primitive root; to cut short, i.e. curtail (specifically the prepuce, i.e. to circumcise); by implication, to blunt; figuratively, to destroy; circumcise(-ing), selves), cut down (in pieces), destroy, [idiom] must needs.
H4136	מוּל	mûwl	mool	heb		or מוֹל; (Deuteronomy 1:1), or מוֹאל; (Nehemiah 12:38), or מֻל; (Numbers 22:5), from מוּל; properly, abrupt, i.e. a precipice; by implication, the front; used only adverbially (with prepositional prefix) opposite; (over) against, before, (fore-) front, from, (God-) ward, toward, with.
H4137	מוֹלָדָה	Môwlâdâh	mo-law-daw'	x-pn	Proper Name Location	from יָלַד; birth; Moladah, a place in Palestine; Moladah.
H4138	מוֹלֶדֶת	môwledeth	mo-leh'-deth	heb	Noun Feminine	from יָלַד; nativity (plural birth-place); by implication, lineage, native country; also offspring, family; begotten, born, issue, kindred, native(-ity).
H4139	מוּלָה	mûwlâh	moo-law'	heb	Noun Feminine	from מוּל; circumcision; circumcision.
H4140	מוֹלִיד	Môwlîyd	mo-leed'	x-pn	Proper Name Masculine	from יָלַד; genitor; Molid, an Israelite; Molid.
H4141	מוּסָב	mûwçâb	moo-sawb'	heb	Noun Masculine	from סָבַב; a turn, i.e. circuit (of a building); winding about.
H4142	מוּסַבָּה	mûwçabbâh	moo-sab-baw'	heb	Verb Feminine	or מֻסַבָּה; feminine of מוּסָב; a reversal, i.e. the backside (of a gem), fold (of a double-leaved door), transmutation (of a name); being changed, inclosed, be set, turning.
H4143	מוּסָד	mûwçâd	moo-sawd'	heb	Noun Masculine	from יָסַד; a foundation; foundation.
H4144	מוֹסָד	môwçâd	mo-sawd'	heb	Noun Masculine	from יָסַד; a foundation; foundation.
H4145	מוּסָדָה	mûwçâdâh	moo-saw-daw'	heb	Noun Feminine	feminine of מוּסָד; a foundation; figuratively, an appointment; foundation, grounded. Compare מְיֻסָּדָה.
H4146	מוֹסָדָה	môwçâdâh	mo-saw-daw'	heb	Noun Feminine	or מֹסָדָה; feminine of מוֹסָד; a foundation; foundation.
H4147	מוֹסֵר	môwçêr	mo-sare'	heb	Noun Masculine	also (in plural) feminine מוֹסֵרָה; or מֹסְרָה; from יָסַר; properly, chastisement, i.e. (by implication) a halter; figuratively, restraint; band, bond.
H4148	מוּסָר	mûwçâr	moo-sawr'	heb	Noun Masculine	from יָסַר; properly, chastisement; figuratively, reproof, warning or instruction; also restraint; bond, chastening(-eth), chastisement, check, correction, discipline, doctrine, instruction, rebuke.
H4149	מוֹסֵרָה	Môwçêrâh	mo-say-raw'	x-pn	Proper Name Feminine	or (plural) מֹסְרוֹת feminine of מוֹסֵר; correction or corrections; Moserah or Moseroth, a place in the Desert; Mosera, Moseroth.
H4150	מוֹעֵד	môwʻêd	mo-ade'	heb	Noun Masculine	or מֹעֵד; or (feminine) מוֹעָדָה; (2 Chronicles 8:13), from יָעַד; properly, an appointment, i.e. a fixed time or season; specifically, a festival; conventionally ayear; by implication, an assembly (as convened for a definite purpose); technically the congregation; by extension, the place of meeting; also a signal (as appointed beforehand); appointed (sign, time), (place of, solemn) assembly, congregation, (set, solemn) feast, (appointed, due) season, solemn(-ity), synogogue, (set) time (appointed).
H4151	מוֹעָד	môwʻâd	mo-awd'	heb	Noun Masculine	from יָעַד; (as in מוֹעֵד); properly, an assembly  figuratively, a troop; appointed time.
H4152	מוּעָדָה	mûwʻâdâh	moo-aw-daw'	heb	Noun Feminine	from יָעַד; an appointed place, i.e. asylum; appointed.
H4153	מוֹעַדְיָה	Môwʻadyâh	mo-ad-yaw'	x-pn	Proper Name Masculine	from מוֹעָד and יָהּ; assembly of Jah; Moadjah, an Israelite; Moadiah. Compare מַעֲדְיָה.
H4154	מוּעֶדֶת	mûwʻedeth	moo-ay'-deth	heb		feminine passive participle of מָעַד; properly, made to slip, i.e. dislocated; out of joint.
H4155	מוּעָף	mûwʻâph	moo-awf'	heb	Noun Masculine	from עוּף; properly, covered, i.e. dark; abstractly, obscurity, i.e. distress; dimness.
H4156	מוֹעֵצָה	môwʻêtsâh	mo-ay-tsaw'	heb	Noun Feminine	from יָעַץ; a purpose; counsel, device.
H4157	מוּעָקָה	mûwʻâqâh	moo-aw-kaw'	heb	Noun Feminine	from עוּק; pressure, i.e. (figuratively) distress; affliction.
H4158	מוֹפַעַת	Môwphaʻath	mo-fah'-ath	x-pn	Proper Name Location	(Jeremiah 48:21) or מֵיפַעַת; or מֵפַעַת; from יָפַע; illuminative; Mophaath or Mephaath, a place in Palestine; Mephaath.
H4159	מוֹפֵת	môwphêth	mo-faith'	heb	Noun Masculine	or מֹפֵת; from יָפָה in the sense of conspicuousness; a miracle; by implication, a token or omen; miracle, sign, wonder(-ed at).
H4160	מוּץ	mûwts	moots	heb	Verb	a primitive root; to press, i.e. (figuratively) to oppress; extortioner.
H4161	מוֹצָא	môwtsâʼ	mo-tsaw'	heb	Noun Masculine	or מֹצָאxlit môtsâ corrected to môtsâʼ; from יָצָא; a going forth, i.e. (the act) an egress, or (the place) an exit; hence, a source or product; specifically, dawn, the rising of the sun (the East), exportation, utterance, a gate, a fountain, a mine, a meadow (as producing grass); brought out, bud, that which came out, east, going forth, goings out, that which (thing that) is gone out, outgoing, proceeded out, spring, vein, (water-) course (springs).
H4162	מוֹצָא	môwtsâʼ	mo-tsaw'	x-pn	Proper Name Masculine	the same as מוֹצָא; Motsa, the name of two Israelites; Moza.
H4163	מוֹצָאָה	môwtsâʼâh	mo-tsaw-aw'	heb	Noun Feminine	feminine of מוֹצָא; (marg.; compare צוֹאָה); a family descent; also a sewer; draught house; going forth.
H4164	מוּצַק	mûwtsaq	moo-tsak'	heb	Noun Masculine	or מוּצָק; from יָצַק; narrowness; figuratively, distress; anguish, is straitened, straitness.
H4165	מוּצָק	mûwtsâq	moo-tsawk'	heb	Noun Masculine	from עָגִיל; properly, fusion, i.e. literally, a casting (of metal); figuratively, a mass (of clay); casting, hardness.
H4166	מוּצָקָה	mûwtsâqâh	moo-tsaw-kaw'	heb	Noun Feminine	or מֻצָקָה; from יָצַק; properly, something poured out, i.e. a casting (of metal); by implication, a tube (as cast); when it was cast, pipe.
H4167	מוּק	mûwq	mook	heb	Verb	a primitive root; to jeer, i.e. (intens.) blaspheme; be corrupt.
H4168	מוֹקֵד	môwqêd	mo-kade'	heb	Noun Masculine	from יָקַד; a fire or fuel; abstractly, a conflagration; burning, hearth.
